fno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
948,2,3,2,5,0,2,2,6,3,1,3,2,4,2,4,4,2,2,0,2,0
949,3,3,5,11,0,2,4,1,1,5,8,2,3,4,1,2,0,2,0,3,4
950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
951,3,0,0,0,1,2,2,2,1,0,3,0,0,3,2,2,2,3,0,1,2
952,4,1,3,0,0,1,3,1,2,3,3,2,2,4,0,1,2,0,1,1,1
953,2,1,1,1,1,1,2,2,0,0,1,2,0,3,0,3,1,0,1,1,2
954,0,0,1,0,0,1,0,0,1,1,3,0,1,2,1,0,1,0,1,0,1
955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
956,3,2,1,4,1,2,1,4,2,4,3,3,3,3,2,4,3,1,2,6,1
957,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
958,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,2,2
960,1,2,1,2,0,2,2,4,1,1,2,0,3,1,1,6,1,1,1,1,3
961,1,2,0,1,0,0,0,0,0,0,1,2,2,1,0,2,1,0,1,0,0
962,1,2,2,1,1,1,2,0,1,1,2,0,1,1,3,0,3,2,2,3,4
963,2,0,2,2,1,2,2,0,1,2,2,3,2,2,1,0,2,1,1,3,3
964,4,1,2,2,2,2,2,2,5,0,0,4,0,2,1,4,1,1,0,2,2
965,2,1,3,1,2,1,5,3,3,2,0,3,0,4,3,2,0,5,2,2,1
966,2,6,1,3,3,2,4,1,3,1,0,3,3,4,2,3,4,4,1,3,6
967,1,3,0,0,3,2,3,1,2,0,3,0,1,0,2,0,1,1,4,0,0
968,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,2,2,0,1,3,2,5,1,0,1,1,0,2,3,2,2,5,2,2,2,2
970,0,1,3,1,2,3,1,1,1,2,1,0,0,0,0,0,1,2,2,1,1
971,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
972,2,0,0,2,2,1,2,4,1,6,6,3,2,3,2,3,0,2,3,4,5
973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,4,4,6,2,4,6,1,1,0,5,2,0,0,4,2,2,0,2,6,3,2
975,6,2,4,1,2,0,1,1,4,2,4,3,3,3,1,3,4,4,4,0,4
976,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
977,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2
978,1,1,0,1,3,0,3,1,0,0,1,0,0,1,2,1,3,1,1,1,2
979,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0
980,1,0,0,0,1,0,1,3,0,2,1,0,0,0,0,2,0,1,0,0,0
981,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
982,0,0,2,0,2,2,2,5,0,1,0,0,2,0,0,2,0,1,1,0,1
983,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0
984,0,1,0,0,0,3,0,1,0,1,1,1,0,0,0,0,2,1,3,0,1
985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
986,2,2,0,2,4,2,4,5,6,2,3,3,3,3,2,0,3,1,5,2,1
987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
988,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
990,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
993,4,3,0,3,5,3,1,3,7,8,4,3,1,2,1,4,2,3,4,7,2
994,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0
995,1,0,1,0,0,1,2,1,2,2,0,1,0,0,1,0,1,0,2,3,0
996,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
